commento,valutazione,tossicita,tipo_tossicita,age_group,gender,utente_id,comment_cleaned,emoji_set,emoji_count,parole_maiusc,pos_tag,nrc_affect_dict,nrc_raw_scores,nrc_top_emotions,nrc_affect_frequencies,comm_polarita,Kincaid,ARI,Coleman-Liau,FleschReadingEase,GunningFogIndex,LIX,SMOGIndex,RIX,DaleChallIndex,comment_tokenized,comment_tok=2,comment_tok=3,comment_lemmatized,VAD_valence,VAD_arousal,VAD_dominance
"“Oh slave! Slave! Come here and make me some snacks or I will kill you and your family! Also, you should be thankful to have this job!”

“Yes, master...”",A little violent,1,4,3,0,35,oh slave slave come make snacks kill family also thankful job yes master,set(),0,[],"[('oh', 'UH'), ('slave', 'VBP'), ('slave', 'JJ'), ('come', 'VBN'), ('make', 'VBP'), ('snacks', 'NNS'), ('kill', 'VB'), ('family', 'NN'), ('also', 'RB'), ('thankful', 'JJ'), ('job', 'NN'), ('yes', 'NNS'), ('master', 'NN')]","{'slave': ['anger', 'fear', 'negative', 'sadness'], 'kill': ['fear', 'negative', 'sadness'], 'thankful': ['joy', 'positive'], 'job': ['positive'], 'master': ['positive']}","{'anger': 2, 'fear': 3, 'negative': 3, 'sadness': 3, 'joy': 1, 'positive': 3}","[('fear', 0.2), ('positive', 0.2), ('negative', 0.2), ('sadness', 0.2)]","{'fear': 0.2, 'anger': 0.13333333333333333, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.2, 'negative': 0.2, 'sadness': 0.2, 'disgust': 0.0, 'joy': 0.06666666666666667}",0.0,5.818461538461541,6.808461538461536,9.061025230769232,76.50153846153849,8.276923076923078,20.692307692307693,8.477225575051662,1.0,1.8594153846153847,"['oh', 'slave', 'slave', 'come', 'make', 'snacks', 'kill', 'family', 'also', 'thankful', 'job', 'yes', 'master']","[('oh', 'slave'), ('slave', 'slave'), ('slave', 'come'), ('come', 'make'), ('make', 'snacks'), ('snacks', 'kill'), ('kill', 'family'), ('family', 'also'), ('also', 'thankful'), ('thankful', 'job'), ('job', 'yes'), ('yes', 'master')]","[('oh', 'slave', 'slave'), ('slave', 'slave', 'come'), ('slave', 'come', 'make'), ('come', 'make', 'snacks'), ('make', 'snacks', 'kill'), ('snacks', 'kill', 'family'), ('kill', 'family', 'also'), ('family', 'also', 'thankful'), ('also', 'thankful', 'job'), ('thankful', 'job', 'yes'), ('job', 'yes', 'master')]","['oh', 'slave', 'slave', 'come', 'make', 'snack', 'kill', 'family', 'also', 'thankful', 'job', 'yes', 'master']",0.2500909090909091,0.0409999999999999,0.1264545454545454
Then you die,A little violent,1,4,3,0,37,die,set(),0,[],"[('die', 'NN')]","{'die': ['fear', 'negative', 'sadness']}","{'fear': 1, 'negative': 1, 'sadness': 1}","[('fear', 0.3333333333333333), ('negative', 0.3333333333333333), ('sadness', 0.3333333333333333)]","{'fear': 0.3333333333333333, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.3333333333333333, 'sadness': 0.3333333333333333, 'disgust': 0.0, 'joy': 0.0}",0.0,-3.3999999999999986,-6.800000000000001,-27.748531,121.22,0.4,1.0,3.0,0.0,3.6861,['die'],[],[],['die'],0.0,0.0,0.0
"Eww, refer to me as a disgusting subhuman Celt again and I'll blood eagle your mother.",Non violent,0,4,1,1,38,eww refer disgusting subhuman celt blood eagle mother,set(),0,[],"[('eww', 'NN'), ('refer', 'NN'), ('disgusting', 'VBG'), ('subhuman', 'JJ'), ('celt', 'NN'), ('blood', 'NN'), ('eagle', 'NN'), ('mother', 'NN')]","{'disgusting': ['anger', 'disgust', 'fear', 'negative'], 'eagle': ['trust'], 'mother': ['anticipation', 'joy', 'negative', 'positive', 'sadness', 'trust']}","{'anger': 1, 'disgust': 1, 'fear': 1, 'negative': 2, 'trust': 2, 'anticipation': 1, 'joy': 1, 'positive': 1, 'sadness': 1}","[('trust', 0.18181818181818182), ('negative', 0.18181818181818182)]","{'fear': 0.09090909090909091, 'anger': 0.09090909090909091, 'anticip': 0.0, 'trust': 0.18181818181818182, 'surprise': 0.0, 'positive': 0.09090909090909091, 'negative': 0.18181818181818182, 'sadness': 0.09090909090909091, 'disgust': 0.09090909090909091, 'joy': 0.09090909090909091, 'anticipation': 0.09090909090909091}",-1.0,8.180000000000003,9.6525,14.309929250000009,50.66500000000003,13.2,33.0,10.745966692414834,2.0,10.26555,"['eww', 'refer', 'disgusting', 'subhuman', 'celt', 'blood', 'eagle', 'mother']","[('eww', 'refer'), ('refer', 'disgusting'), ('disgusting', 'subhuman'), ('subhuman', 'celt'), ('celt', 'blood'), ('blood', 'eagle'), ('eagle', 'mother')]","[('eww', 'refer', 'disgusting'), ('refer', 'disgusting', 'subhuman'), ('disgusting', 'subhuman', 'celt'), ('subhuman', 'celt', 'blood'), ('celt', 'blood', 'eagle'), ('blood', 'eagle', 'mother')]","['eww', 'refer', 'disgust', 'subhuman', 'celt', 'blood', 'eagle', 'mother']",-0.2363333333333332,0.0393333333333333,0.0973333333333333
Call him Billy B again and he will beat you to death with his drum sticks,Non violent,0,4,1,1,38,call billy b beat death drum sticks,set(),0,[],"[('call', 'NN'), ('billy', 'RB'), ('b', 'JJ'), ('beat', 'NN'), ('death', 'NN'), ('drum', 'NN'), ('sticks', 'NNS')]","{'death': ['anger', 'anticipation', 'disgust', 'fear', 'negative', 'sadness', 'surprise']}","{'anger': 1, 'anticipation': 1, 'disgust': 1, 'fear': 1, 'negative': 1, 'sadness': 1, 'surprise': 1}","[('fear', 0.14285714285714285), ('anger', 0.14285714285714285), ('surprise', 0.14285714285714285), ('negative', 0.14285714285714285), ('sadness', 0.14285714285714285), ('disgust', 0.14285714285714285), ('anticipation', 0.14285714285714285)]","{'fear': 0.14285714285714285, 'anger': 0.14285714285714285, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.14285714285714285, 'positive': 0.0, 'negative': 0.14285714285714285, 'sadness': 0.14285714285714285, 'disgust': 0.14285714285714285, 'joy': 0.0, 'anticipation': 0.14285714285714285}",0.0,-1.0599999999999987,1.5828571428571436,4.33182442857143,115.13,2.8000000000000003,7.0,3.0,0.0,7.114342857142857,"['call', 'billy', 'b', 'beat', 'death', 'drum', 'sticks']","[('call', 'billy'), ('billy', 'b'), ('b', 'beat'), ('beat', 'death'), ('death', 'drum'), ('drum', 'sticks')]","[('call', 'billy', 'b'), ('billy', 'b', 'beat'), ('b', 'beat', 'death'), ('beat', 'death', 'drum'), ('death', 'drum', 'sticks')]","['call', 'billy', 'b', 'beat', 'death', 'drum', 'stick']",-0.1964,0.228,-0.1056
"You’re just mad that oppressed peoples are standing up for themselves, and tbh I hope you die mad about it.",Non violent,0,4,1,1,38,mad oppressed peoples standing honest hope die mad,set(),0,[],"[('mad', 'NNS'), ('oppressed', 'VBD'), ('peoples', 'NNS'), ('standing', 'VBG'), ('honest', 'JJS'), ('hope', 'NN'), ('die', 'NN'), ('mad', 'NN')]","{'mad': ['anger', 'disgust', 'fear', 'negative', 'sadness'], 'standing': ['positive'], 'honest': ['anger', 'disgust', 'fear', 'joy', 'positive', 'sadness', 'trust'], 'hope': ['anticipation', 'joy', 'positive', 'surprise', 'trust'], 'die': ['fear', 'negative', 'sadness']}","{'anger': 3, 'disgust': 3, 'fear': 4, 'negative': 3, 'sadness': 4, 'positive': 3, 'joy': 2, 'trust': 2, 'anticipation': 1, 'surprise': 1}","[('fear', 0.15384615384615385), ('sadness', 0.15384615384615385)]","{'fear': 0.15384615384615385, 'anger': 0.11538461538461539, 'anticip': 0.0, 'trust': 0.07692307692307693, 'surprise': 0.038461538461538464, 'positive': 0.11538461538461539, 'negative': 0.11538461538461539, 'sadness': 0.15384615384615385, 'disgust': 0.11538461538461539, 'joy': 0.07692307692307693, 'anticipation': 0.038461538461538464}",-0.2166666666666666,6.705000000000002,7.88625,12.104985125000002,61.240000000000016,8.200000000000001,45.5,8.477225575051662,3.0,6.31805,"['mad', 'oppressed', 'peoples', 'standing', 'honest', 'hope', 'die', 'mad']","[('mad', 'oppressed'), ('oppressed', 'peoples'), ('peoples', 'standing'), ('standing', 'honest'), ('honest', 'hope'), ('hope', 'die'), ('die', 'mad')]","[('mad', 'oppressed', 'peoples'), ('oppressed', 'peoples', 'standing'), ('peoples', 'standing', 'honest'), ('standing', 'honest', 'hope'), ('honest', 'hope', 'die'), ('hope', 'die', 'mad')]","['mad', 'oppress', 'people', 'stand', 'honest', 'hope', 'die', 'mad']",-0.0576666666666666,0.0553333333333333,-0.0969999999999999
I hope you go too hell and get your tortured for all eternity and as you ask why satan shows you this comment,Non violent,0,4,1,1,38,hope go hell get tortured eternity ask satan shows comment,set(),0,[],"[('hope', 'NN'), ('go', 'VBP'), ('hell', 'NN'), ('get', 'NN'), ('tortured', 'VBN'), ('eternity', 'NN'), ('ask', 'NN'), ('satan', 'NN'), ('shows', 'VBZ'), ('comment', 'NN')]","{'hope': ['anticipation', 'joy', 'positive', 'surprise', 'trust'], 'hell': ['anger', 'disgust', 'fear', 'negative', 'sadness']}","{'anticipation': 1, 'joy': 1, 'positive': 1, 'surprise': 1, 'trust': 1, 'anger': 1, 'disgust': 1, 'fear': 1, 'negative': 1, 'sadness': 1}","[('fear', 0.1), ('anger', 0.1), ('trust', 0.1), ('surprise', 0.1), ('positive', 0.1), ('negative', 0.1), ('sadness', 0.1), ('disgust', 0.1), ('joy', 0.1), ('anticipation', 0.1)]","{'fear': 0.1, 'anger': 0.1, 'anticip': 0.0, 'trust': 0.1, 'surprise': 0.1, 'positive': 0.1, 'negative': 0.1, 'sadness': 0.1, 'disgust': 0.1, 'joy': 0.1, 'anticipation': 0.1}",0.0,8.370000000000001,6.649000000000001,10.051737900000004,52.865000000000016,12.0,40.0,10.745966692414834,3.0,8.391,"['hope', 'go', 'hell', 'get', 'tortured', 'eternity', 'ask', 'satan', 'shows', 'comment']","[('hope', 'go'), ('go', 'hell'), ('hell', 'get'), ('get', 'tortured'), ('tortured', 'eternity'), ('eternity', 'ask'), ('ask', 'satan'), ('satan', 'shows'), ('shows', 'comment')]","[('hope', 'go', 'hell'), ('go', 'hell', 'get'), ('hell', 'get', 'tortured'), ('get', 'tortured', 'eternity'), ('tortured', 'eternity', 'ask'), ('eternity', 'ask', 'satan'), ('ask', 'satan', 'shows'), ('satan', 'shows', 'comment')]","['hope', 'go', 'hell', 'get', 'torture', 'eternity', 'ask', 'satan', 'show', 'comment']",-0.0099999999999999,0.1176666666666666,0.1124444444444444
You are sentenced to death for being a femboy,Non violent,0,4,1,1,38,sentenced death femboy,set(),0,[],"[('sentenced', 'VBN'), ('death', 'NN'), ('femboy', 'NN')]","{'death': ['anger', 'anticipation', 'disgust', 'fear', 'negative', 'sadness', 'surprise']}","{'anger': 1, 'anticipation': 1, 'disgust': 1, 'fear': 1, 'negative': 1, 'sadness': 1, 'surprise': 1}","[('fear', 0.14285714285714285), ('anger', 0.14285714285714285), ('surprise', 0.14285714285714285), ('negative', 0.14285714285714285), ('sadness', 0.14285714285714285), ('disgust', 0.14285714285714285), ('anticipation', 0.14285714285714285)]","{'fear': 0.14285714285714285, 'anger': 0.14285714285714285, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.14285714285714285, 'positive': 0.0, 'negative': 0.14285714285714285, 'sadness': 0.14285714285714285, 'disgust': 0.14285714285714285, 'joy': 0.0, 'anticipation': 0.14285714285714285}",0.0,9.180000000000003,11.470000000000006,13.535776000000006,34.59000000000002,14.533333333333331,36.333333333333336,8.477225575051662,1.0,10.675466666666663,"['sentenced', 'death', 'femboy']","[('sentenced', 'death'), ('death', 'femboy')]","[('sentenced', 'death', 'femboy')]","['sentence', 'death', 'femboy']",-0.823,0.482,-0.4805
Death to capitalism,A little violent,1,4,2,0,39,death capitalism,set(),0,[],"[('death', 'NN'), ('capitalism', 'NN')]","{'death': ['anger', 'anticipation', 'disgust', 'fear', 'negative', 'sadness', 'surprise']}","{'anger': 1, 'anticipation': 1, 'disgust': 1, 'fear': 1, 'negative': 1, 'sadness': 1, 'surprise': 1}","[('fear', 0.14285714285714285), ('anger', 0.14285714285714285), ('surprise', 0.14285714285714285), ('negative', 0.14285714285714285), ('sadness', 0.14285714285714285), ('disgust', 0.14285714285714285), ('anticipation', 0.14285714285714285)]","{'fear': 0.14285714285714285, 'anger': 0.14285714285714285, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.14285714285714285, 'positive': 0.0, 'negative': 0.14285714285714285, 'sadness': 0.14285714285714285, 'disgust': 0.14285714285714285, 'joy': 0.0, 'anticipation': 0.14285714285714285}",0.0,20.590000000000007,14.895000000000003,13.504438500000004,-48.994999999999976,20.8,52.0,8.477225575051662,1.0,7.9942,"['death', 'capitalism']","[('death', 'capitalism')]",[],"['death', 'capitalism']",-0.521,0.406,0.3199999999999999
I hope you go too hell and get your tortured for all eternity and as you ask why satan shows you this comment,A little violent,1,4,2,0,39,hope go hell get tortured eternity ask satan shows comment,set(),0,[],"[('hope', 'NN'), ('go', 'VBP'), ('hell', 'NN'), ('get', 'NN'), ('tortured', 'VBN'), ('eternity', 'NN'), ('ask', 'NN'), ('satan', 'NN'), ('shows', 'VBZ'), ('comment', 'NN')]","{'hope': ['anticipation', 'joy', 'positive', 'surprise', 'trust'], 'hell': ['anger', 'disgust', 'fear', 'negative', 'sadness']}","{'anticipation': 1, 'joy': 1, 'positive': 1, 'surprise': 1, 'trust': 1, 'anger': 1, 'disgust': 1, 'fear': 1, 'negative': 1, 'sadness': 1}","[('fear', 0.1), ('anger', 0.1), ('trust', 0.1), ('surprise', 0.1), ('positive', 0.1), ('negative', 0.1), ('sadness', 0.1), ('disgust', 0.1), ('joy', 0.1), ('anticipation', 0.1)]","{'fear': 0.1, 'anger': 0.1, 'anticip': 0.0, 'trust': 0.1, 'surprise': 0.1, 'positive': 0.1, 'negative': 0.1, 'sadness': 0.1, 'disgust': 0.1, 'joy': 0.1, 'anticipation': 0.1}",0.0,8.370000000000001,6.649000000000001,10.051737900000004,52.865000000000016,12.0,40.0,10.745966692414834,3.0,8.391,"['hope', 'go', 'hell', 'get', 'tortured', 'eternity', 'ask', 'satan', 'shows', 'comment']","[('hope', 'go'), ('go', 'hell'), ('hell', 'get'), ('get', 'tortured'), ('tortured', 'eternity'), ('eternity', 'ask'), ('ask', 'satan'), ('satan', 'shows'), ('shows', 'comment')]","[('hope', 'go', 'hell'), ('go', 'hell', 'get'), ('hell', 'get', 'tortured'), ('get', 'tortured', 'eternity'), ('tortured', 'eternity', 'ask'), ('eternity', 'ask', 'satan'), ('ask', 'satan', 'shows'), ('satan', 'shows', 'comment')]","['hope', 'go', 'hell', 'get', 'torture', 'eternity', 'ask', 'satan', 'show', 'comment']",-0.0099999999999999,0.1176666666666666,0.1124444444444444
Commies are going to commie. These people hate you and want you to die.,A little violent,1,4,1,0,40,commies going commie people hate want die,set(),0,[],"[('commies', 'NNS'), ('going', 'VBG'), ('commie', 'JJ'), ('people', 'NNS'), ('hate', 'VBP'), ('want', 'VBP'), ('die', 'NN')]","{'hate': ['anger', 'disgust', 'fear', 'negative', 'sadness'], 'die': ['fear', 'negative', 'sadness']}","{'anger': 1, 'disgust': 1, 'fear': 2, 'negative': 2, 'sadness': 2}","[('fear', 0.25), ('negative', 0.25), ('sadness', 0.25)]","{'fear': 0.25, 'anger': 0.125, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.25, 'sadness': 0.25, 'disgust': 0.125, 'joy': 0.0}",-0.8,2.3114285714285714,5.620000000000001,9.37169671428572,90.95857142857145,2.8000000000000003,21.285714285714285,3.0,1.0,4.858628571428572,"['commies', 'going', 'commie', 'people', 'hate', 'want', 'die']","[('commies', 'going'), ('going', 'commie'), ('commie', 'people'), ('people', 'hate'), ('hate', 'want'), ('want', 'die')]","[('commies', 'going', 'commie'), ('going', 'commie', 'people'), ('commie', 'people', 'hate'), ('people', 'hate', 'want'), ('hate', 'want', 'die')]","['commie', 'go', 'commie', 'people', 'hate', 'want', 'die']",-0.3297142857142857,0.3758571428571429,0.0449999999999999
I will beat you with my shoe alb*nian,A little violent,1,4,1,0,40,beat shoe alb nian,set(),0,[],"[('beat', 'NN'), ('shoe', 'NN'), ('alb', 'NN'), ('nian', 'JJ')]",{'alb': ['trust']},{'trust': 1},"[('trust', 1.0)]","{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 1.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",0.0,0.7199999999999989,-1.7674999999999983,-1.1481827499999984,97.025,1.6,4.0,3.0,0.0,8.0934,"['beat', 'shoe', 'alb', 'nian']","[('beat', 'shoe'), ('shoe', 'alb'), ('alb', 'nian')]","[('beat', 'shoe', 'alb'), ('shoe', 'alb', 'nian')]","['beat', 'shoe', 'alb', 'nian']",-0.122,-0.1653333333333333,-0.1953333333333333
Death to capitalism,A little violent,1,4,1,1,41,death capitalism,set(),0,[],"[('death', 'NN'), ('capitalism', 'NN')]","{'death': ['anger', 'anticipation', 'disgust', 'fear', 'negative', 'sadness', 'surprise']}","{'anger': 1, 'anticipation': 1, 'disgust': 1, 'fear': 1, 'negative': 1, 'sadness': 1, 'surprise': 1}","[('fear', 0.14285714285714285), ('anger', 0.14285714285714285), ('surprise', 0.14285714285714285), ('negative', 0.14285714285714285), ('sadness', 0.14285714285714285), ('disgust', 0.14285714285714285), ('anticipation', 0.14285714285714285)]","{'fear': 0.14285714285714285, 'anger': 0.14285714285714285, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.14285714285714285, 'positive': 0.0, 'negative': 0.14285714285714285, 'sadness': 0.14285714285714285, 'disgust': 0.14285714285714285, 'joy': 0.0, 'anticipation': 0.14285714285714285}",0.0,20.590000000000007,14.895000000000003,13.504438500000004,-48.994999999999976,20.8,52.0,8.477225575051662,1.0,7.9942,"['death', 'capitalism']","[('death', 'capitalism')]",[],"['death', 'capitalism']",-0.521,0.406,0.3199999999999999
Death to capitalism,A little violent,1,4,1,1,41,death capitalism,set(),0,[],"[('death', 'NN'), ('capitalism', 'NN')]","{'death': ['anger', 'anticipation', 'disgust', 'fear', 'negative', 'sadness', 'surprise']}","{'anger': 1, 'anticipation': 1, 'disgust': 1, 'fear': 1, 'negative': 1, 'sadness': 1, 'surprise': 1}","[('fear', 0.14285714285714285), ('anger', 0.14285714285714285), ('surprise', 0.14285714285714285), ('negative', 0.14285714285714285), ('sadness', 0.14285714285714285), ('disgust', 0.14285714285714285), ('anticipation', 0.14285714285714285)]","{'fear': 0.14285714285714285, 'anger': 0.14285714285714285, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.14285714285714285, 'positive': 0.0, 'negative': 0.14285714285714285, 'sadness': 0.14285714285714285, 'disgust': 0.14285714285714285, 'joy': 0.0, 'anticipation': 0.14285714285714285}",0.0,20.590000000000007,14.895000000000003,13.504438500000004,-48.994999999999976,20.8,52.0,8.477225575051662,1.0,7.9942,"['death', 'capitalism']","[('death', 'capitalism')]",[],"['death', 'capitalism']",-0.521,0.406,0.3199999999999999
Lol i hope all your white imperialist shit holes burn in hell.,A little violent,1,4,1,1,43,lol hope white imperialist shit holes burn hell,set(),0,[],"[('lol', 'NNS'), ('hope', 'VBP'), ('white', 'JJ'), ('imperialist', 'NN'), ('shit', 'NN'), ('holes', 'NNS'), ('burn', 'VBP'), ('hell', 'NN')]","{'hope': ['anticipation', 'joy', 'positive', 'surprise', 'trust'], 'white': ['anticipation', 'joy', 'positive', 'trust'], 'shit': ['anger', 'disgust', 'negative'], 'hell': ['anger', 'disgust', 'fear', 'negative', 'sadness']}","{'anticipation': 2, 'joy': 2, 'positive': 2, 'surprise': 1, 'trust': 2, 'anger': 2, 'disgust': 2, 'negative': 2, 'fear': 1, 'sadness': 1}","[('anger', 0.11764705882352941), ('trust', 0.11764705882352941), ('positive', 0.11764705882352941), ('negative', 0.11764705882352941), ('disgust', 0.11764705882352941), ('joy', 0.11764705882352941), ('anticipation', 0.11764705882352941)]","{'fear': 0.058823529411764705, 'anger': 0.11764705882352941, 'anticip': 0.0, 'trust': 0.11764705882352941, 'surprise': 0.058823529411764705, 'positive': 0.11764705882352941, 'negative': 0.11764705882352941, 'sadness': 0.058823529411764705, 'disgust': 0.11764705882352941, 'joy': 0.11764705882352941, 'anticipation': 0.11764705882352941}",0.2,6.705000000000002,6.120000000000001,9.900041000000003,61.240000000000016,8.200000000000001,20.5,8.477225575051662,1.0,8.2918,"['lol', 'hope', 'white', 'imperialist', 'shit', 'holes', 'burn', 'hell']","[('lol', 'hope'), ('hope', 'white'), ('white', 'imperialist'), ('imperialist', 'shit'), ('shit', 'holes'), ('holes', 'burn'), ('burn', 'hell')]","[('lol', 'hope', 'white'), ('hope', 'white', 'imperialist'), ('white', 'imperialist', 'shit'), ('imperialist', 'shit', 'holes'), ('shit', 'holes', 'burn'), ('holes', 'burn', 'hell')]","['lol', 'hope', 'white', 'imperialist', 'shit', 'hole', 'burn', 'hell']",-0.377,0.2283333333333333,0.086
Death to capitalism,A little violent,1,4,2,0,44,death capitalism,set(),0,[],"[('death', 'NN'), ('capitalism', 'NN')]","{'death': ['anger', 'anticipation', 'disgust', 'fear', 'negative', 'sadness', 'surprise']}","{'anger': 1, 'anticipation': 1, 'disgust': 1, 'fear': 1, 'negative': 1, 'sadness': 1, 'surprise': 1}","[('fear', 0.14285714285714285), ('anger', 0.14285714285714285), ('surprise', 0.14285714285714285), ('negative', 0.14285714285714285), ('sadness', 0.14285714285714285), ('disgust', 0.14285714285714285), ('anticipation', 0.14285714285714285)]","{'fear': 0.14285714285714285, 'anger': 0.14285714285714285, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.14285714285714285, 'positive': 0.0, 'negative': 0.14285714285714285, 'sadness': 0.14285714285714285, 'disgust': 0.14285714285714285, 'joy': 0.0, 'anticipation': 0.14285714285714285}",0.0,20.590000000000007,14.895000000000003,13.504438500000004,-48.994999999999976,20.8,52.0,8.477225575051662,1.0,7.9942,"['death', 'capitalism']","[('death', 'capitalism')]",[],"['death', 'capitalism']",-0.521,0.406,0.3199999999999999
"You deserve to be banished.
You deserve to be banished.
You deserve to be banished.
You deserve to be banished.
You deserve to be banished.
You deserve to be banished.
You deserve to be banished.
You deserve to be banished.
You deserve to be banished.",A little violent,1,4,2,0,44,deserve banished deserve banished deserve banished deserve banished deserve banished deserve banished deserve banished deserve banished deserve banished,set(),0,[],"[('deserve', 'NN'), ('banished', 'VBD'), ('deserve', 'NN'), ('banished', 'VBD'), ('deserve', 'NN'), ('banished', 'VBD'), ('deserve', 'NN'), ('banished', 'VBD'), ('deserve', 'NN'), ('banished', 'VBD'), ('deserve', 'NN'), ('banished', 'VBD'), ('deserve', 'NN'), ('banished', 'VBD'), ('deserve', 'NN'), ('banished', 'VBD'), ('deserve', 'NN'), ('banished', 'VBD')]","{'deserve': ['anger', 'anticipation', 'positive', 'trust'], 'banished': ['anger', 'fear', 'negative', 'sadness']}","{'anger': 18, 'anticipation': 9, 'positive': 9, 'trust': 9, 'fear': 9, 'negative': 9, 'sadness': 9}","[('anger', 0.25)]","{'fear': 0.125, 'anger': 0.25, 'anticip': 0.0, 'trust': 0.125, 'surprise': 0.0, 'positive': 0.125, 'negative': 0.125, 'sadness': 0.125, 'disgust': 0.0, 'joy': 0.0, 'anticipation': 0.125}",0.0,20.930000000000003,22.895000000000003,26.654340722222223,-22.93499999999999,27.200000000000003,118.0,19.431676725154983,18.0,8.7878,"['deserve', 'banished', 'deserve', 'banished', 'deserve', 'banished', 'deserve', 'banished', 'deserve', 'banished', 'deserve', 'banished', 'deserve', 'banished', 'deserve', 'banished', 'deserve', 'banished']","[('deserve', 'banished'), ('banished', 'deserve'), ('deserve', 'banished'), ('banished', 'deserve'), ('deserve', 'banished'), ('banished', 'deserve'), ('deserve', 'banished'), ('banished', 'deserve'), ('deserve', 'banished'), ('banished', 'deserve'), ('deserve', 'banished'), ('banished', 'deserve'), ('deserve', 'banished'), ('banished', 'deserve'), ('deserve', 'banished'), ('banished', 'deserve'), ('deserve', 'banished')]","[('deserve', 'banished', 'deserve'), ('banished', 'deserve', 'banished'), ('deserve', 'banished', 'deserve'), ('banished', 'deserve', 'banished'), ('deserve', 'banished', 'deserve'), ('banished', 'deserve', 'banished'), ('deserve', 'banished', 'deserve'), ('banished', 'deserve', 'banished'), ('deserve', 'banished', 'deserve'), ('banished', 'deserve', 'banished'), ('deserve', 'banished', 'deserve'), ('banished', 'deserve', 'banished'), ('deserve', 'banished', 'deserve'), ('banished', 'deserve', 'banished'), ('deserve', 'banished', 'deserve'), ('banished', 'deserve', 'banished')]","['deserve', 'banish', 'deserve', 'banish', 'deserve', 'banish', 'deserve', 'banish', 'deserve', 'banish', 'deserve', 'banish', 'deserve', 'banish', 'deserve', 'banish', 'deserve', 'banish']",-0.146,0.149,-0.017
Surrender your testicles within 30 seconds or we will open fire,A little violent,1,4,3,1,45,surrender testicles within seconds open fire,set(),0,[],"[('surrender', 'NN'), ('testicles', 'NNS'), ('within', 'IN'), ('seconds', 'NNS'), ('open', 'JJ'), ('fire', 'NN')]","{'surrender': ['fear', 'negative', 'sadness'], 'fire': ['fear']}","{'fear': 2, 'negative': 1, 'sadness': 1}","[('fear', 0.5)]","{'fear': 0.5, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.25, 'sadness': 0.25, 'disgust': 0.0, 'joy': 0.0}",0.0,12.316666666666666,12.184999999999995,17.487014166666675,17.445000000000025,15.733333333333333,56.0,10.745966692414834,3.0,10.824266666666665,"['surrender', 'testicles', 'within', 'seconds', 'open', 'fire']","[('surrender', 'testicles'), ('testicles', 'within'), ('within', 'seconds'), ('seconds', 'open'), ('open', 'fire')]","[('surrender', 'testicles', 'within'), ('testicles', 'within', 'seconds'), ('within', 'seconds', 'open'), ('seconds', 'open', 'fire')]","['surrender', 'testicle', 'within', 'second', 'open', 'fire']",-0.24,-0.0324999999999999,-0.1299999999999999
DEATH TO THOMAS!,A little violent,1,4,1,0,51,death thomas,set(),0,"['DEATH', 'TO', 'THOMAS!']","[('death', 'NN'), ('thomas', 'NN')]","{'death': ['anger', 'anticipation', 'disgust', 'fear', 'negative', 'sadness', 'surprise']}","{'anger': 1, 'anticipation': 1, 'disgust': 1, 'fear': 1, 'negative': 1, 'sadness': 1, 'surprise': 1}","[('fear', 0.14285714285714285), ('anger', 0.14285714285714285), ('surprise', 0.14285714285714285), ('negative', 0.14285714285714285), ('sadness', 0.14285714285714285), ('disgust', 0.14285714285714285), ('anticipation', 0.14285714285714285)]","{'fear': 0.14285714285714285, 'anger': 0.14285714285714285, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.14285714285714285, 'positive': 0.0, 'negative': 0.14285714285714285, 'sadness': 0.14285714285714285, 'disgust': 0.14285714285714285, 'joy': 0.0, 'anticipation': 0.14285714285714285}",0.0,2.890000000000004,5.475000000000001,1.7447365000000057,77.90500000000002,0.8,2.0,3.0,0.0,7.9942,"['death', 'thomas']","[('death', 'thomas')]",[],"['death', 'thomas']",-0.938,0.44,-0.056
